transaction_id,customer_id,age,gender,annual_income,account_open_date,credit_score,segment,transaction_date,transaction_type,amount,merchant,merchant_category,channel,balance_after,is_fraud,transaction_month,transaction_dayofweek,is_large_tx,amount_log,year
1619,12056,26,Male,242009,2018-07-22,805,Mass Market,2025-05-18,debit,2906,"Delgado, Bowen and Singleton",Restaurants,mobile_app,2587,False,5,6,False,7.9748769005588755,2025
1620,16917,51,Male,149529,2016-08-24,327,Affluent,2025-11-09,debit,1927,Hopkins LLC,Rent,atm,39437,False,11,6,False,7.564238475170491,2025
1621,13144,63,Male,230001,2025-10-27,350,Mass Market,2025-11-10,credit,1264,"Gomez, Evans and Camacho",Restaurants,mobile_app,18989,False,11,0,False,7.142827401161621,2025
1622,19631,31,Male,220278,2022-10-24,559,Mass Market,2025-01-23,credit,1691,Williams-Jones,Rent,online,32726,False,1,3,False,7.433666540166168,2025
1623,10552,21,Male,242209,2017-03-20,483,High Net Worth,2025-06-25,debit,1824,"Garza, Ryan and Gonzalez",Restaurants,online,70540,False,6,2,False,7.509335266016592,2025
1624,18907,47,Female,22251,2021-11-14,322,Mass Market,2025-02-06,credit,672,"Smith, Rodriguez and Herman",Investment,branch,79837,False,2,3,False,6.511745329644728,2025
1625,15383,48,Female,196789,2022-11-17,428,Mass Market,2025-08-06,debit,4126,"Bridges, Barnes and Gallagher",Groceries,mobile_app,98215,False,8,2,True,8.325306029752582,2025
1626,13911,55,Male,119108,2017-02-04,590,Mass Market,2025-10-12,credit,3335,"Taylor, Gregory and Sullivan",Salary,atm,93639,False,10,6,True,8.112527763478637,2025
1627,19905,28,Female,178099,2017-03-17,800,Mass Market,2025-06-13,debit,1251,"Christian, Arnold and Bowman",Utilities,branch,41168,False,6,4,False,7.132497551660044,2025
1628,13389,52,Male,117382,2021-10-24,485,Mass Market,2025-06-20,debit,3153,West-Moore,Healthcare,branch,64669,False,6,4,True,8.056426767522984,2025
1629,19299,25,Female,237623,2024-11-05,778,Mass Market,2025-03-16,credit,3047,"Glover, Vance and Campbell",Travel,branch,73040,False,3,6,True,8.022240916806537,2025
1630,18442,20,Male,29583,2024-08-26,791,Affluent,2025-03-31,credit,171,"Lawson, Bennett and Perez",Rent,atm,71616,False,3,0,False,5.147494476813453,2025
1631,12430,31,Male,70387,2019-12-06,812,Mass Market,2025-05-22,debit,4235,Rodriguez Ltd,Travel,branch,7408,False,5,3,True,8.351374706721296,2025
1632,10458,30,Female,43104,2022-09-21,366,Affluent,2025-11-12,credit,1960,Richardson-Turner,Entertainment,atm,4153,False,11,2,False,7.581209826196346,2025
1633,10207,62,Female,32224,2021-11-17,766,Mass Market,2025-07-10,debit,4330,"Jacobs, Matthews and George",Entertainment,branch,11055,False,7,3,True,8.373553741214627,2025
1634,10899,49,Female,80624,2021-12-06,584,Mass Market,2025-07-05,credit,1791,White-Lawrence,Travel,mobile_app,19760,False,7,5,False,7.491087593534876,2025
1635,10021,51,Female,207130,2019-07-25,716,Mass Market,2025-04-26,debit,4685,Lowe-Fischer,Investment,online,17752,False,4,5,True,8.452334619067742,2025
1636,18601,62,Female,124320,2020-03-28,399,High Net Worth,2025-07-17,debit,1487,Mcdowell Ltd,Salary,mobile_app,89729,False,7,3,False,7.305188215393037,2025
1637,10894,36,Male,247444,2024-04-01,488,Affluent,2025-12-04,debit,3040,Fisher LLC,Investment,mobile_app,3800,False,12,3,True,8.019941687677365,2025
1638,10514,55,Male,180371,2024-11-04,687,Affluent,2025-03-01,debit,3996,Molina-Pierce,Entertainment,branch,66573,False,3,5,True,8.293299358711323,2025
1639,17294,33,Male,98572,2025-11-12,540,Mass Market,2025-12-03,debit,116,Schmidt-Smith,Education,mobile_app,30054,False,12,2,False,4.762173934797756,2025
1640,14904,19,Male,105469,2020-02-16,716,High Net Worth,2025-03-28,debit,2678,Mccoy-Rivera,Travel,mobile_app,61816,True,3,4,False,7.893198869544609,2025
1641,17867,57,Female,97928,2023-01-24,475,Mass Market,2025-07-01,debit,4945,Davis Ltd,Entertainment,mobile_app,26866,False,7,1,True,8.506334448081361,2025
1642,14109,34,Female,224546,2025-01-29,686,Mass Market,2025-06-12,credit,1174,Green-Kim,Rent,branch,992,False,6,3,False,7.069023426578259,2025
1643,17179,72,Male,24141,2021-10-26,770,Affluent,2025-11-16,debit,1167,Benjamin Ltd,Utilities,atm,23696,False,11,6,False,7.0630481633881725,2025
1644,11560,51,Female,174422,2019-01-16,532,Mass Market,2025-06-26,debit,2256,Taylor-Bell,Investment,online,60282,False,6,3,False,7.721791776817535,2025
1645,11266,59,Female,226154,2018-10-30,751,Student,2025-01-25,debit,676,Scott-Dudley,Entertainment,online,98697,False,1,5,False,6.517671272912275,2025
1646,13638,33,Male,90871,2021-09-13,576,Mass Market,2025-06-19,debit,2136,Baker-Jackson,Salary,atm,73541,False,6,3,False,7.667158255319148,2025
1647,18941,55,Male,156149,2025-03-20,528,Student,2025-10-03,debit,2951,Riddle-Velez,Salary,atm,52838,False,10,4,False,7.990238185720363,2025
1648,13427,19,Male,66015,2017-01-15,470,Affluent,2025-02-27,debit,521,Gonzales-Harper,Travel,mobile_app,29400,False,2,3,False,6.257667587882639,2025
1649,14780,19,Male,222219,2025-01-01,512,Affluent,2025-06-04,debit,259,"Saunders, Simmons and Bradshaw",Rent,online,82277,False,6,2,False,5.560681631015528,2025
1650,11927,43,Male,210252,2018-10-18,581,Mass Market,2024-12-30,debit,898,Gilbert-Mullins,Travel,atm,17565,False,12,0,False,6.80128303447162,2024
1651,12356,30,Female,191929,2016-01-08,340,Mass Market,2025-02-26,debit,1033,Rodgers Ltd,Online Retail,mobile_app,39585,False,2,2,False,6.9411900550683745,2025
1652,14790,73,Male,210912,2020-02-04,421,Student,2025-10-23,debit,4704,Reid-Tran,Groceries,online,34833,False,10,3,True,8.45638105201948,2025
1653,10306,64,Male,79902,2020-07-27,526,Mass Market,2025-04-08,credit,4858,Nguyen-Gross,Groceries,branch,12094,False,4,1,True,8.488587934405903,2025
1654,17979,48,Other,25577,2019-09-01,593,Affluent,2025-11-23,debit,609,"Hernandez, Barrera and Gonzalez",Salary,branch,31280,False,11,6,False,6.413458957167357,2025
1655,13665,51,Female,40002,2018-10-12,566,Student,2025-03-18,credit,3032,Davis Inc,Groceries,online,46647,False,3,1,True,8.017307507688582,2025
1656,17057,56,Female,70711,2024-01-18,840,Mass Market,2025-08-15,debit,2540,Jimenez-Blankenship,Restaurants,online,44378,False,8,4,False,7.840312983320164,2025
1657,10661,20,Male,59451,2018-05-12,750,Affluent,2025-07-28,credit,2893,Haney-Gonzalez,Education,branch,19513,False,7,0,False,7.970394907191429,2025
1658,14644,25,Male,200175,2019-04-30,748,Affluent,2025-05-15,debit,2074,"Lee, Hughes and Johnson",Travel,branch,154,False,5,3,False,7.637716432664798,2025
1659,18503,40,Female,179719,2019-05-30,360,Mass Market,2025-06-17,debit,1768,"Lee, Woods and Johnson",Education,online,95798,False,6,1,False,7.478169694159785,2025
1660,12920,31,Male,54831,2021-07-15,801,Mass Market,2025-02-13,credit,3579,Clark-Morrison,Travel,mobile_app,28134,False,2,3,True,8.183118079394745,2025
1661,19274,73,Male,116498,2017-03-14,446,Mass Market,2024-12-16,debit,1252,"Mooney, Walker and Baker",Online Retail,atm,8678,False,12,0,False,7.133295954896068,2024
1662,18946,72,Female,148949,2019-08-12,633,Mass Market,2024-12-12,debit,4339,Jones-Morris,Entertainment,atm,6294,False,12,3,True,8.375629627094451,2024
1663,16236,44,Female,115119,2021-03-27,441,Affluent,2025-12-07,debit,2305,Mclean LLC,Restaurants,online,9574,False,12,6,False,7.743269700829004,2025
1664,16078,71,Male,86830,2016-09-15,343,Mass Market,2025-09-17,credit,1935,Gibson PLC,Utilities,atm,35183,False,9,2,False,7.568379267836522,2025
1665,10352,46,Female,100632,2022-12-19,443,Student,2025-11-28,debit,2072,Garcia PLC,Travel,branch,48747,False,11,4,False,7.636752112435779,2025
1666,19094,56,Male,56833,2021-12-10,632,Mass Market,2025-02-16,debit,3405,"Santiago, Cuevas and Thomas",Rent,branch,66606,False,2,6,True,8.133293861222633,2025
1667,17005,70,Male,243936,2019-06-12,796,Affluent,2025-04-13,credit,450,"Gutierrez, Reid and Harrell",Salary,atm,18638,False,4,6,False,6.111467339502679,2025
1668,10158,56,Male,44398,2016-01-09,695,Affluent,2025-04-14,debit,2753,English-Hayes,Entertainment,online,57194,False,4,0,False,7.9208096792886,2025
1669,10956,18,Male,81554,2024-02-02,354,Mass Market,2025-04-13,credit,16,"Houston, Lynch and Tucker",Healthcare,branch,47553,False,4,6,False,2.833213344056216,2025
1670,12071,34,Male,70755,2020-12-19,606,Mass Market,2025-06-12,debit,1596,"Garcia, Williams and Smith",Healthcare,mobile_app,26082,False,6,3,False,7.3758821482150125,2025
1671,18595,58,Female,168778,2023-11-02,722,Affluent,2025-08-01,credit,835,Lowe Group,Utilities,mobile_app,16306,False,8,4,False,6.728628613084702,2025
1672,19579,47,Female,173412,2022-07-07,716,High Net Worth,2025-04-19,debit,3834,Fernandez LLC,Rent,branch,7807,False,4,5,True,8.251924713801357,2025
1673,13453,70,Female,84994,2017-11-13,624,Mass Market,2025-01-20,debit,1278,Thornton-Henderson,Groceries,branch,88760,False,1,0,False,7.153833801578843,2025
1674,16675,30,Male,83884,2021-04-03,379,Mass Market,2025-09-30,debit,3446,"Forbes, Fields and Mullins",Restaurants,atm,51342,False,9,1,True,8.145259566516865,2025
1675,10955,38,Male,104361,2017-07-06,330,Mass Market,2025-05-09,debit,3448,Rasmussen PLC,Education,online,32143,False,5,4,True,8.145839612936841,2025
1676,16295,36,Male,37482,2020-02-16,411,Mass Market,2025-09-23,debit,1320,Rogers-Gonzalez,Investment,atm,58414,False,9,1,False,7.186144304522325,2025
1677,11712,70,Male,74225,2023-08-02,771,Affluent,2025-05-11,debit,4043,Benton PLC,Transfers,online,90302,False,5,6,True,8.304989580140361,2025
1678,14703,36,Male,209921,2019-07-14,373,High Net Worth,2025-01-29,debit,1637,Bradley Group,Transfers,mobile_app,24715,False,1,2,False,7.401231264413015,2025
1679,16563,74,Female,94854,2018-05-30,778,Mass Market,2025-08-31,debit,1046,Cunningham-Wilson,Restaurants,mobile_app,62054,False,8,6,False,6.953684210870537,2025
1680,19465,42,Female,61256,2019-10-24,686,Student,2025-07-15,debit,487,"Mata, Oconnell and Moran",Investment,online,72934,False,7,1,False,6.1903154058531475,2025
1681,15631,39,Female,128721,2016-03-15,732,Mass Market,2025-07-19,debit,2688,Taylor-Porter,Entertainment,atm,12202,False,7,5,False,7.896924656268864,2025
1682,19633,48,Male,101110,2022-06-08,711,Affluent,2025-11-24,debit,724,Gould-Sanders,Online Retail,branch,27987,False,11,0,False,6.586171654854675,2025
1683,19989,34,Female,133606,2023-08-15,766,Mass Market,2025-11-12,debit,1686,"Ball, White and Hill",Entertainment,online,35740,False,11,2,False,7.430707082545968,2025
1684,11394,72,Male,34650,2020-11-06,547,Mass Market,2025-03-10,debit,2172,"Spencer, Ferguson and Mcdonald",Healthcare,atm,76848,False,3,0,False,7.6838639802564295,2025
1685,19461,40,Male,197190,2020-01-23,419,Mass Market,2025-06-18,debit,518,Chung-Combs,Education,mobile_app,85890,False,6,2,False,6.251903883165888,2025
1686,14732,49,Male,48930,2020-03-03,366,Mass Market,2024-12-14,credit,391,"Huynh, Good and Melton",Healthcare,branch,53871,False,12,5,False,5.971261839790462,2024
1687,13714,27,Female,236779,2016-10-23,626,Affluent,2025-09-12,debit,1190,Garner Group,Travel,mobile_app,13627,False,9,4,False,7.0825485693553,2025
1688,10529,27,Other,120400,2025-08-10,769,Affluent,2025-08-02,debit,1855,Carter-Curry,Healthcare,online,99649,False,8,5,False,7.526178913346146,2025
1689,12958,53,Male,31801,2021-11-22,792,Mass Market,2025-04-12,debit,4380,Washington Group,Transfers,mobile_app,94294,False,4,5,True,8.385032287813898,2025
1690,17904,25,Female,71360,2020-03-28,585,High Net Worth,2025-02-23,credit,1728,Haney-Garner,Transfers,mobile_app,51069,False,2,6,False,7.455298485683291,2025
1691,13591,71,Female,107908,2018-04-14,611,Mass Market,2025-05-23,debit,1110,Villarreal-Pierce,Education,online,40409,False,5,4,False,7.01301578963963,2025
1692,16895,69,Male,167631,2021-10-05,608,Affluent,2025-04-03,credit,1870,Simon-Malone,Healthcare,branch,94022,False,4,3,False,7.534228326274089,2025
1693,19131,37,Male,52334,2018-06-24,396,Mass Market,2025-03-22,debit,2101,"Williams, Donaldson and Turner",Restaurants,online,80635,False,3,5,False,7.650644551436897,2025
1694,10525,49,Male,33288,2023-04-09,412,Mass Market,2025-08-29,credit,727,Stuart-Murphy,Restaurants,atm,61486,False,8,4,False,6.590301048196686,2025
1695,16477,67,Other,173470,2020-01-03,755,Mass Market,2025-08-08,debit,327,Smith-Hobbs,Investment,online,1611,False,8,4,False,5.793013608384144,2025
1696,10001,31,Male,227302,2025-04-21,762,Affluent,2025-11-12,debit,4639,Guerrero Inc,Utilities,online,31657,False,11,2,True,8.442469645220301,2025
1697,10374,67,Female,32191,2017-03-04,431,Affluent,2025-08-22,debit,1786,"Colon, Martinez and Weaver",Online Retail,branch,18462,False,8,4,False,7.488293515159428,2025
1698,14648,45,Male,38051,2022-02-13,420,Mass Market,2025-06-07,credit,2294,Mata PLC,Education,atm,76309,False,6,5,False,7.738488122494646,2025
1699,12365,63,Female,81715,2016-02-22,496,Mass Market,2024-12-20,credit,1254,Wright LLC,Healthcare,mobile_app,89299,False,12,4,False,7.134890851565884,2024
1700,11525,69,Male,30737,2022-09-08,781,Mass Market,2025-02-12,debit,1343,Hatfield-Castro,Education,mobile_app,38547,False,2,2,False,7.203405521083095,2025
1701,11646,70,Female,85140,2018-05-06,338,Affluent,2025-01-28,debit,3679,Graves and Sons,Entertainment,mobile_app,29063,False,1,1,True,8.210668031162976,2025
1702,10013,41,Female,176323,2022-08-27,811,Affluent,2025-04-22,debit,1210,Thompson Ltd,Groceries,mobile_app,82273,False,4,1,False,7.099201743553092,2025
1703,14599,32,Female,202047,2023-11-19,773,Mass Market,2025-07-31,debit,1804,Martinez LLC,Investment,branch,79397,False,7,3,False,7.498315870766981,2025
1704,12278,39,Female,25147,2019-11-23,460,Mass Market,2025-02-03,debit,2711,"Carlson, Garcia and Rodriguez",Rent,atm,52788,False,2,0,False,7.905441649060286,2025
1705,13155,47,Male,70508,2019-11-23,588,Affluent,2025-06-25,debit,1464,"Joyce, Valdez and Johnston",Entertainment,branch,42523,False,6,2,False,7.289610521451167,2025
1706,18321,21,Female,72224,2023-08-29,499,Mass Market,2025-02-17,credit,1943,Turner-Brown,Investment,online,30284,False,2,0,False,7.572502985020384,2025
1707,13814,30,Male,39643,2024-03-08,827,Mass Market,2025-04-20,debit,756,"Smith, Ryan and Jenkins",Entertainment,atm,87964,False,4,6,False,6.6293632534374485,2025
1708,13216,40,Male,58967,2018-07-22,802,Mass Market,2025-12-06,debit,850,"White, Sandoval and Wells",Healthcare,atm,63996,False,12,5,False,6.7464121285733745,2025
1709,18219,25,Female,249922,2025-11-30,547,Mass Market,2025-01-03,debit,2505,"Taylor, Martin and Gibson",Groceries,mobile_app,66247,False,1,4,False,7.826443135456014,2025
1710,12113,35,Male,123535,2023-06-25,682,Affluent,2025-06-11,credit,1098,Mitchell-Jones,Salary,mobile_app,13706,False,6,2,False,7.002155954403621,2025
1711,19444,29,Female,60733,2023-01-25,517,Affluent,2025-01-02,credit,802,Bryan PLC,Restaurants,mobile_app,93614,False,1,3,False,6.688354713946762,2025
1712,14356,72,Other,235075,2016-02-20,386,Mass Market,2025-09-22,debit,1277,Harrison Ltd,Restaurants,mobile_app,10924,False,9,0,False,7.15305163493748,2025
1713,15543,48,Male,54808,2021-07-15,381,Affluent,2025-04-07,credit,1560,"Graham, Jones and Miller",Entertainment,online,15921,False,4,0,False,7.353081920515432,2025
1714,14555,31,Female,218360,2018-03-19,361,Mass Market,2025-10-15,credit,2700,"Morales, Williams and Bell",Salary,mobile_app,25432,False,10,2,False,7.901377353792616,2025
1715,17062,51,Male,78959,2018-02-19,799,High Net Worth,2025-06-17,debit,302,"Martinez, Mcconnell and Martin",Online Retail,branch,17813,False,6,1,False,5.713732805509369,2025
1716,13374,35,Male,152921,2022-07-23,341,Affluent,2025-01-16,debit,4032,Mccarthy Group,Restaurants,atm,65250,False,1,3,True,8.302265794873367,2025
1717,16430,73,Male,88178,2016-04-28,311,Affluent,2025-10-22,credit,1414,"Garcia, May and Robles",Travel,online,68956,False,10,2,False,7.254884810077338,2025
1718,13466,51,Female,218208,2021-01-27,414,Mass Market,2025-10-30,debit,1658,Nichols LLC,Entertainment,online,2068,False,10,3,False,7.413970290190444,2025
1719,13081,28,Female,211812,2025-07-28,517,Mass Market,2025-04-03,debit,2826,Sutton-Garza,Rent,atm,39927,False,4,3,False,7.946971357693591,2025
1720,10629,58,Female,132255,2024-12-14,405,Mass Market,2025-03-22,debit,3920,Bennett LLC,Groceries,atm,70342,False,3,5,True,8.27410200229233,2025
1721,10269,29,Other,106322,2025-01-20,827,Affluent,2025-10-07,debit,2928,Haynes-Rodriguez,Utilities,atm,30539,False,10,1,False,7.982416346827733,2025
1722,15724,66,Male,64565,2024-06-28,771,Mass Market,2025-01-05,credit,1407,"Dominguez, Walker and Malone",Transfers,online,11683,False,1,6,False,7.249925536717988,2025
1723,15897,32,Male,171255,2022-06-16,686,Student,2025-02-09,debit,1703,"Villanueva, Smith and Medina",Education,branch,85151,False,2,6,False,7.440733707389261,2025
1724,13432,74,Female,21132,2021-01-28,525,Student,2025-10-04,debit,1047,"Massey, Johnson and Shaw",Entertainment,branch,35674,False,10,5,False,6.954638864880987,2025
1725,19472,48,Female,189331,2022-11-29,780,Affluent,2025-11-09,credit,3862,"Ramirez, Medina and Mcdonald",Restaurants,atm,52703,False,11,6,True,8.259199362666282,2025
1726,16276,66,Male,247684,2024-04-16,707,Student,2025-05-30,debit,1572,Shepherd-Little,Education,online,58810,False,5,4,False,7.360739903058278,2025
1727,15895,46,Male,83668,2025-06-19,756,Mass Market,2025-10-23,debit,1122,"Hall, Bryant and Sparks",Rent,mobile_app,86111,False,10,3,False,7.023758954738443,2025
1728,17115,43,Female,189635,2022-09-18,320,Mass Market,2025-07-19,credit,1301,Bishop-Houston,Salary,online,85343,False,7,5,False,7.171656822768514,2025
1729,16656,35,Female,243299,2017-07-18,502,Mass Market,2025-09-03,debit,1171,Spencer-Williams,Healthcare,atm,85977,False,9,2,False,7.066466970136958,2025
1730,10575,49,Male,128835,2021-03-07,716,Affluent,2025-06-12,debit,1039,Holloway and Sons,Transfers,online,87114,False,6,3,False,6.946975992135418,2025
1731,17029,39,Male,162003,2020-09-01,715,Mass Market,2025-02-13,debit,4347,Price-Cooper,Online Retail,online,11117,False,2,3,True,8.3774712482411,2025
1732,16099,55,Female,93169,2025-01-22,747,Student,2025-01-30,debit,4267,Pierce-Webster,Investment,online,3665,False,1,3,True,8.358900612421644,2025
1733,19499,34,Female,201711,2023-05-20,811,Mass Market,2025-07-01,credit,2749,"Johnson, Rangel and Stewart",Salary,mobile_app,44390,False,7,1,False,7.919356190660617,2025
1734,13192,40,Male,209973,2021-04-24,384,Mass Market,2025-03-14,debit,988,Hanna and Sons,Utilities,atm,74884,False,3,4,False,6.8966943316227125,2025
1735,13178,41,Female,120417,2016-02-19,466,High Net Worth,2025-01-01,debit,527,"Russell, Young and Castillo",Healthcare,atm,63887,False,1,2,False,6.269096283706261,2025
1736,16052,67,Male,21044,2022-09-29,683,Mass Market,2025-03-11,debit,792,Thompson-Rodriguez,Rent,atm,48266,False,3,1,False,6.675823221634848,2025
1737,12734,25,Male,197763,2023-03-02,767,Mass Market,2025-07-19,debit,2841,Holloway Ltd,Restaurants,branch,55541,False,7,5,False,7.952263308657046,2025
1738,16116,58,Female,44363,2019-11-22,371,Affluent,2025-03-13,credit,4190,"Edwards, Hess and Hudson",Salary,branch,64802,False,3,3,True,8.340694647925071,2025
1739,13568,23,Female,66694,2018-11-21,820,Mass Market,2025-11-14,credit,147,Fields-Miller,Travel,atm,94319,False,11,4,False,4.997212273764115,2025
1740,19847,22,Male,152654,2022-12-25,772,Mass Market,2025-08-30,credit,763,Neal-Farrell,Groceries,online,7882,False,8,5,False,6.638567789166521,2025
1741,19771,61,Female,230982,2023-07-08,557,Mass Market,2025-06-14,debit,2963,Roach Inc,Healthcare,online,70825,False,6,5,False,7.994294986415977,2025
1742,12203,74,Female,217916,2017-02-12,574,Mass Market,2025-02-24,credit,4818,Ramirez-Cox,Healthcare,atm,13910,False,2,0,True,8.480321716640333,2025
1743,11390,46,Female,41301,2022-06-28,319,Student,2025-10-02,debit,2465,Moore-Kelley,Utilities,mobile_app,40566,False,10,3,False,7.81035268372429,2025
1744,11742,45,Female,94329,2020-01-20,789,High Net Worth,2025-10-07,credit,2844,"Cook, Tran and Hernandez",Groceries,mobile_app,63073,False,10,1,False,7.953318346560431,2025
1745,11925,28,Female,21620,2023-03-08,789,Mass Market,2025-03-20,credit,589,Coffey Group,Rent,online,97519,False,3,3,False,6.380122536899765,2025
1746,10619,74,Female,82224,2019-09-18,625,Mass Market,2025-07-15,debit,3265,"Young, Castillo and Hernandez",Education,online,36176,False,7,1,True,8.09132127353041,2025
1747,11274,18,Male,207727,2022-05-24,828,Mass Market,2025-11-22,debit,3276,King PLC,Education,branch,83081,False,11,5,True,8.094683648698815,2025
1748,10956,60,Male,115419,2024-09-29,388,Student,2025-03-05,debit,4659,Meadows-Johnson,Groceries,mobile_app,30289,False,3,2,True,8.446770727119691,2025
1749,11939,36,Male,188606,2022-08-24,785,Mass Market,2025-01-06,debit,405,Beck-Sanchez,Salary,online,50411,False,1,0,False,6.0063531596017325,2025
1750,13953,26,Female,140050,2016-10-28,649,Mass Market,2025-02-09,credit,1947,"Smith, White and Medina",Online Retail,online,69626,False,2,6,False,7.5745584842024805,2025
1751,10968,44,Female,190462,2017-02-24,383,Affluent,2025-05-25,debit,4915,Ibarra Inc,Entertainment,atm,15362,False,5,6,True,8.500250470685925,2025
1752,19508,51,Male,222701,2016-05-08,686,Student,2025-09-03,debit,2599,Reyes Ltd,Online Retail,branch,87610,False,9,2,False,7.8632667240095735,2025
1753,19235,61,Male,75856,2020-10-24,386,Mass Market,2025-09-16,debit,3044,"Hudson, Marshall and Yates",Online Retail,mobile_app,96371,False,9,1,True,8.021256180143997,2025
1754,10281,21,Female,200324,2025-07-05,606,Mass Market,2025-03-09,credit,179,Stevens-Blevins,Healthcare,mobile_app,13783,False,3,6,False,5.19295685089021,2025
1755,16262,53,Male,75809,2017-05-21,453,Mass Market,2025-06-13,debit,2347,"Monroe, Miles and Cline",Healthcare,branch,44162,True,6,4,False,7.761319180947987,2025
1756,11058,35,Female,42259,2018-06-27,739,Mass Market,2025-01-29,debit,3249,"Pham, Parrish and Hall",Transfers,online,35749,False,1,2,True,8.086410275323782,2025
1757,14293,32,Male,40655,2019-03-10,563,Affluent,2025-10-07,debit,3425,Duncan-Jones,Salary,mobile_app,3554,False,10,1,True,8.139148678884066,2025
1758,15178,68,Female,184077,2017-12-13,720,Affluent,2025-06-28,debit,3578,Owen-White,Restaurants,mobile_app,58568,False,6,5,True,8.182838710766026,2025
1759,16980,30,Female,182701,2022-05-07,792,Affluent,2025-08-28,debit,3226,Burch Inc,Investment,mobile_app,18773,False,8,3,True,8.079308192051961,2025
1760,19200,36,Male,174682,2024-01-06,710,Mass Market,2024-12-07,credit,3494,Wilson PLC,Investment,atm,73694,False,12,5,True,8.15908865466791,2024
1761,11229,66,Male,208256,2020-02-22,472,Mass Market,2025-01-13,debit,4845,Erickson-Hernandez,Investment,branch,66550,False,1,0,True,8.48590890137647,2025
1762,19227,23,Male,41602,2023-03-25,303,Mass Market,2025-09-05,debit,1851,Nguyen-Silva,Rent,mobile_app,46295,False,9,4,False,7.524021415206125,2025
1763,14585,65,Female,105945,2020-05-22,771,Mass Market,2025-06-27,debit,3770,Hoover-Goodman,Rent,branch,30331,False,6,4,True,8.235095497258357,2025
1764,18467,73,Female,162182,2024-12-08,409,Affluent,2025-10-04,debit,4562,Henson and Sons,Salary,online,45640,False,10,5,True,8.425735580927402,2025
1765,12740,29,Male,157145,2020-09-20,336,Mass Market,2025-10-25,debit,3036,"Nelson, Lopez and Jones",Transfers,branch,64877,False,10,5,True,8.01862546504575,2025
1766,12289,68,Female,120846,2022-06-03,330,Mass Market,2024-12-29,debit,3975,White-Thompson,Investment,atm,46969,False,12,6,True,8.288031567776464,2024
1767,11239,54,Female,100818,2021-01-29,680,Mass Market,2025-04-14,debit,1611,"Cook, Lee and Morris",Healthcare,atm,42986,False,4,0,False,7.385230923066573,2025
1768,15370,34,Male,161267,2023-05-11,567,Mass Market,2025-09-20,debit,1156,"Smith, Thompson and Martinez",Utilities,branch,7585,False,9,5,False,7.053585727193677,2025
1769,10125,40,Male,21537,2021-02-06,310,Mass Market,2025-01-21,debit,4336,Cross Group,Investment,atm,4122,False,1,1,True,8.374938143835367,2025
1770,17473,43,Female,168210,2018-10-31,643,High Net Worth,2025-08-29,credit,2694,Alvarado-Smith,Investment,mobile_app,16838,False,8,4,False,7.899153483343097,2025
1771,19400,46,Female,195400,2024-07-16,843,Mass Market,2025-03-13,debit,121,"Bowen, Neal and Hernandez",Utilities,atm,17301,False,3,3,False,4.804021044733257,2025
1772,15342,50,Female,197274,2017-06-19,465,Affluent,2024-12-31,credit,602,"Robles, Mendoza and Reynolds",Restaurants,online,23107,False,12,1,False,6.401917196727186,2024
1773,17351,44,Female,191236,2017-04-19,641,Mass Market,2025-07-01,credit,2449,Diaz-Wilson,Groceries,branch,57357,False,7,1,False,7.803843303538772,2025
1774,16638,42,Female,146545,2022-02-12,781,Mass Market,2025-10-19,debit,1248,"Pena, Griffin and Tanner",Healthcare,branch,88161,False,10,6,False,7.130098510125578,2025
1775,16570,73,Male,109743,2022-05-01,318,Student,2025-10-15,credit,2804,Jones Inc,Education,online,55211,False,10,2,False,7.9391588179567965,2025
1776,13249,72,Female,205731,2021-02-09,483,Mass Market,2025-03-19,debit,2424,Briggs PLC,Education,online,66025,False,3,2,False,7.793586803371584,2025
1777,19110,27,Female,106155,2018-08-22,844,Affluent,2025-01-29,debit,2139,"Stevenson, Herman and Lam",Salary,online,66520,False,1,2,False,7.668561108015897,2025
1778,17595,64,Female,200764,2017-07-25,309,Mass Market,2025-01-21,debit,2863,Bauer PLC,Healthcare,online,17344,False,1,1,False,7.9599745280805365,2025
1779,16294,40,Male,140198,2019-03-06,491,Affluent,2025-09-04,debit,2879,Mitchell-Smith,Travel,mobile_app,57202,False,9,3,False,7.965545573129992,2025
1780,16527,38,Male,175917,2019-01-06,619,Affluent,2025-06-25,debit,3608,"Rivas, Ellis and Herrera",Groceries,atm,14959,False,6,2,True,8.19118600464279,2025
1781,15757,38,Male,109846,2023-10-15,774,High Net Worth,2025-05-11,debit,3813,"Werner, Wells and Clark",Education,atm,38751,False,5,6,True,8.246433786160365,2025
1782,11969,60,Male,50562,2023-01-29,726,High Net Worth,2025-11-20,debit,1536,Howard and Sons,Entertainment,mobile_app,1869,False,11,3,False,7.337587743538596,2025
1783,10891,30,Male,48036,2024-05-21,358,Affluent,2025-01-18,debit,1979,"Mitchell, Hammond and Moore",Investment,online,44264,False,1,5,False,7.590852123688581,2025
1784,14470,54,Female,211824,2021-12-04,735,Mass Market,2025-04-01,debit,961,Francis-Villa,Online Retail,branch,30268,False,4,1,False,6.8690144506657065,2025
1785,17175,50,Female,94233,2017-07-28,396,Affluent,2025-10-09,debit,1512,Sanchez Group,Healthcare,branch,84564,False,10,3,False,7.321849713788356,2025
